model,harness,benchmark,task_id,sample_id,correct,score,n_tokens,mean_entropy,wall_time_sec,traj_length,n_tool_calls,n_tool_errors
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_129,0,1,1,927.0,0.08248136975308726,39.31203103065491,5,1,
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_13,0,1,1,402.0,0.12754876170897517,19.270299911499023,6,0,
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_131,0,1,1,1782.0,0.16705610791658276,67.2965919971466,12,0,
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_138,0,1,1,1552.0,0.16712264637819052,56.36037826538086,10,0,
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_160,0,1,1,921.0,0.07898571680569039,39.926636934280396,14,0,
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_170,0,1,1,3398.0,0.15410895464189167,108.4110655784607,15,1,
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_201,0,1,1,1842.0,0.07954646466382877,65.44793581962585,17,1,
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_208,0,1,1,860.0,0.07517693913470984,32.382725954055786,12,0,
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_227,0,1,1,1178.0,0.1338273286516144,43.81209588050842,3,1,
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_241,0,1,1,859.0,0.07737368530968301,32.444193601608276,14,0,
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_248,0,1,1,911.0,0.03451037327825783,34.798705101013184,16,0,
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_252,0,1,1,1945.0,0.18042683585133967,68.16242241859436,16,0,
Gemma-4-31B-IT,opencode,MMMU-Pro vision,mmmu_pro_test_Accounting_256,0,1,1,818.0,0.06474853228501569,32.64228367805481,15,1,
